"Season","Colony","Nest","Laying_date","ring","sex","Mate_ID","Final_clutch_size","Focal_Seasons","succ","Mate_Seasons","predation","Pair","total_pair_duration_nogaps","breeding_exp_pair_days","breeding_exp_Focal_nogaps","breeding_exp_Mate_nogaps","breeding_exp_Focal_days","breeding_exp_Mate_days","N_of_life_partners_Focal","N_of_life_partners_Mate","Clutch_size","N_hatched","succ_from_hatch","hatch_succ","season_of_protection","Col_Size","Focal_MinAge","Mate_MinAge","egg_mass","unique_ID","ColNestLaying","tarsus_Focal","tarsus_Mate","fledging_mass","wing_chick","ringer","Relaying_int","Fate_clutch","Group_Size"
"2010/2011",6,"2","11-10-10","Focal_ID_1",2,"Mate_ID_1",3,NA,0,5,"natural","Pair_ID_1",4,0,3,3,683,750,2,3,3,2,0,1,NA,10,1077,2068,NA,"6_2_2010-10-11_X","6_2_2010-10-11",23.72428571,23.76625,NA,NA,"",60,"failed_chicks",NA
"2010/2011",6,"2","11-10-10","Focal_ID_1",2,"Mate_ID_1",3,NA,0,5,"natural","Pair_ID_1",4,0,3,3,683,750,2,3,3,2,0,1,NA,10,1077,2068,NA,"6_2_2010-10-11_XX","6_2_2010-10-11",23.72428571,23.76625,NA,NA,"",60,"failed_chicks",NA
"2010/2011",6,"2","11-10-10","Focal_ID_1",2,"Mate_ID_1",3,NA,0,5,"natural","Pair_ID_1",4,0,3,3,683,750,2,3,3,2,NA,0,NA,10,1077,2068,NA,"6_2_2010-10-11_XXX","6_2_2010-10-11",23.72428571,23.76625,NA,NA,"",60,"failed_chicks",NA
"2012/2013",8,"12B","24-09-12","Focal_ID_2",2,"Mate_ID_2",3,NA,1,12,"protected","Pair_ID_2",4,646,3,3,646,646,4,3,3,2,1,1,3,46,4394,4585,2.56,"8_12B_2012-09-24_I","8_12B_2012-09-24",24.06111111,23.535,NA,NA,"matthieu paquet",16,"successful",NA
"2012/2013",8,"12B","24-09-12","Focal_ID_2",2,"Mate_ID_2",3,NA,0,12,"protected","Pair_ID_2",4,646,3,3,646,646,4,3,3,2,0,1,3,46,4394,4585,2.6,"8_12B_2012-09-24_II","8_12B_2012-09-24",24.06111111,23.535,NA,NA,"",16,"successful",NA
"2012/2013",8,"12B","24-09-12","Focal_ID_2",2,"Mate_ID_2",3,NA,0,12,"protected","Pair_ID_2",4,646,3,3,646,646,4,3,3,2,NA,0,3,46,4394,4585,2.437,"8_12B_2012-09-24_III","8_12B_2012-09-24",24.06111111,23.535,NA,NA,"",16,"successful",NA
"2012/2013",8,"13B","24-09-12","Focal_ID_3",2,"Mate_ID_3",3,NA,1,NA,"protected","Pair_ID_3",4,655,3,3,655,655,2,1,3,3,1,1,3,46,3660,1794,2.577,"8_13B_2012-09-24_I","8_13B_2012-09-24",23.49428571,24.3225,29.72,60,"matthieu paquet",19,"successful",NA
"2012/2013",8,"13B","24-09-12","Focal_ID_3",2,"Mate_ID_3",3,NA,1,NA,"protected","Pair_ID_3",4,655,3,3,655,655,2,1,3,3,1,1,3,46,3660,1794,2.462,"8_13B_2012-09-24_II","8_13B_2012-09-24",23.49428571,24.3225,28.7,57.5,"matthieu paquet",19,"successful",NA
"2012/2013",8,"13B","24-09-12","Focal_ID_3",2,"Mate_ID_3",3,NA,1,NA,"protected","Pair_ID_3",4,655,3,3,655,655,2,1,3,3,1,1,3,46,3660,1794,2.276,"8_13B_2012-09-24_III","8_13B_2012-09-24",23.49428571,24.3225,27.46,52,"matthieu paquet",19,"successful",NA
"2012/2013",11,"17","27-09-12","Focal_ID_4",2,"Mate_ID_4",3,NA,0,NA,"protected","Pair_ID_4",2,0,3,1,676,0,2,1,3,0,NA,0,3,31,1482,3081,2.682,"11_17_2012-09-27_I","11_17_2012-09-27",23.48,23.192,NA,NA,"",5,"failed_eggs",NA
"2012/2013",11,"17","27-09-12","Focal_ID_4",2,"Mate_ID_4",3,NA,0,NA,"protected","Pair_ID_4",2,0,3,1,676,0,2,1,3,0,NA,0,3,31,1482,3081,2.433,"11_17_2012-09-27_II","11_17_2012-09-27",23.48,23.192,NA,NA,"",5,"failed_eggs",NA
"2012/2013",11,"17","27-09-12","Focal_ID_4",2,"Mate_ID_4",3,NA,0,NA,"protected","Pair_ID_4",2,0,3,1,676,0,2,1,3,0,NA,0,3,31,1482,3081,2.32,"11_17_2012-09-27_III","11_17_2012-09-27",23.48,23.192,NA,NA,"",5,"failed_eggs",NA
"2012/2013",27,"42","02-10-12","Focal_ID_5",2,"Mate_ID_5",3,NA,1,NA,"protected","Pair_ID_5",1,0,3,1,646,0,2,1,3,3,1,1,1,15,1500,3754,2.594,"27_42_2012-10-02_I","27_42_2012-10-02",22.815,23.36,33.92,59.5,"matthieu paquet",35,"successful",2.5
"2012/2013",27,"42","02-10-12","Focal_ID_5",2,"Mate_ID_5",3,NA,1,NA,"protected","Pair_ID_5",1,0,3,1,646,0,2,1,3,3,1,1,1,15,1500,3754,2.537,"27_42_2012-10-02_II","27_42_2012-10-02",22.815,23.36,31.99,60,"matthieu paquet",35,"successful",2.5
"2012/2013",27,"42","02-10-12","Focal_ID_5",2,"Mate_ID_5",3,NA,0,NA,"protected","Pair_ID_5",1,0,3,1,646,0,2,1,3,3,0,1,1,15,1500,3754,2.481,"27_42_2012-10-02_III","27_42_2012-10-02",22.815,23.36,NA,NA,"",35,"successful",2.5
"2012/2013",20,"8","14-10-12","Focal_ID_6",2,"Mate_ID_6",3,NA,0,NA,"protected","Pair_ID_6",2,0,3,1,642,0,2,1,3,0,NA,0,2,25,900,1180,2.954,"20_8_2012-10-14_X","20_8_2012-10-14",23.51333333,24.2925,NA,NA,"",25,"failed_eggs",NA
"2012/2013",20,"8","14-10-12","Focal_ID_6",2,"Mate_ID_6",3,NA,0,NA,"protected","Pair_ID_6",2,0,3,1,642,0,2,1,3,0,NA,0,2,25,900,1180,2.682,"20_8_2012-10-14_XX","20_8_2012-10-14",23.51333333,24.2925,NA,NA,"",25,"failed_eggs",NA
"2012/2013",20,"8","14-10-12","Focal_ID_6",2,"Mate_ID_6",3,NA,0,NA,"protected","Pair_ID_6",2,0,3,1,642,0,2,1,3,0,NA,0,2,25,900,1180,2.819,"20_8_2012-10-14_XXX","20_8_2012-10-14",23.51333333,24.2925,NA,NA,"",25,"failed_eggs",NA
"2012/2013",38,"87B","14-10-12","Focal_ID_7",2,"Mate_ID_7",3,NA,0,6,"natural","Pair_ID_7",1,0,3,1,636,0,1,1,3,3,0,1,NA,53,3262,2414,2.316,"38_87B_2012-10-14_III","38_87B_2012-10-14",22.49666667,23.87333333,NA,NA,"",NA,NA,NA
"2012/2013",38,"87B","14-10-12","Focal_ID_7",2,"Mate_ID_7",3,NA,0,6,"natural","Pair_ID_7",1,0,3,1,636,0,1,1,3,3,0,1,NA,53,3262,2414,2.318,"38_87B_2012-10-14_X","38_87B_2012-10-14",22.49666667,23.87333333,NA,NA,"",NA,NA,NA
"2012/2013",38,"87B","14-10-12","Focal_ID_7",2,"Mate_ID_7",3,NA,0,6,"natural","Pair_ID_7",1,0,3,1,636,0,1,1,3,3,0,1,NA,53,3262,2414,2.368,"38_87B_2012-10-14_XX","38_87B_2012-10-14",22.49666667,23.87333333,NA,NA,"",NA,NA,NA
"2012/2013",8,"13","16-10-12","Focal_ID_8",2,"Mate_ID_8",4,NA,1,NA,"protected","Pair_ID_8",1,0,3,3,666,666,2,3,4,4,1,1,3,46,1515,1506,2.704,"8_13_2012-10-16_I","8_13_2012-10-16",23.49,23.91,NA,NA,"",50,"successful",NA
"2012/2013",8,"13","16-10-12","Focal_ID_8",2,"Mate_ID_8",4,NA,1,NA,"protected","Pair_ID_8",1,0,3,3,666,666,2,3,4,4,1,1,3,46,1515,1506,2.799,"8_13_2012-10-16_II","8_13_2012-10-16",23.49,23.91,NA,NA,"matthieu paquet",50,"successful",NA
"2012/2013",8,"13","16-10-12","Focal_ID_8",2,"Mate_ID_8",4,NA,1,NA,"protected","Pair_ID_8",1,0,3,3,666,666,2,3,4,4,1,1,3,46,1515,1506,2.797,"8_13_2012-10-16_III","8_13_2012-10-16",23.49,23.91,NA,NA,"matthieu paquet",50,"successful",NA
"2012/2013",8,"13","16-10-12","Focal_ID_8",2,"Mate_ID_8",4,NA,1,NA,"protected","Pair_ID_8",1,0,3,3,666,666,2,3,4,4,1,1,3,46,1515,1506,2.74,"8_13_2012-10-16_IV","8_13_2012-10-16",23.49,23.91,NA,NA,"matthieu paquet",50,"successful",NA
"2012/2013",38,"37","16-10-12","Focal_ID_9",2,"Mate_ID_9",3,NA,0,NA,"natural","Pair_ID_9",3,645,3,3,645,645,1,1,3,3,1,1,NA,53,1174,3090,2.237,"38_37_2012-10-16_X","38_37_2012-10-16",22.65,24.485,NA,NA,"",37,"successful",NA
"2012/2013",38,"37","16-10-12","Focal_ID_9",2,"Mate_ID_9",3,NA,0,NA,"natural","Pair_ID_9",3,645,3,3,645,645,1,1,3,3,0,1,NA,53,1174,3090,2.232,"38_37_2012-10-16_XX","38_37_2012-10-16",22.65,24.485,NA,NA,"",37,"successful",NA
"2012/2013",38,"37","16-10-12","Focal_ID_9",2,"Mate_ID_9",3,NA,1,NA,"natural","Pair_ID_9",3,645,3,3,645,645,1,1,3,3,0,1,NA,53,1174,3090,2.059,"38_37_2012-10-16_XXX","38_37_2012-10-16",22.65,24.485,25.27,56,"matthieu paquet",37,"successful",NA
"2012/2013",8,"19","20-10-12","Focal_ID_10",2,"Mate_ID_10",3,NA,0,NA,"protected","Pair_ID_10",3,659,3,3,659,659,1,3,3,3,0,1,3,46,3444,1820,2.45,"8_19_2012-10-20_X","8_19_2012-10-20",22.948,24.6175,NA,NA,"",NA,"failed_chicks",NA
"2012/2013",8,"19","20-10-12","Focal_ID_10",2,"Mate_ID_10",3,NA,0,NA,"protected","Pair_ID_10",3,659,3,3,659,659,1,3,3,3,0,1,3,46,3444,1820,2.401,"8_19_2012-10-20_XX","8_19_2012-10-20",22.948,24.6175,NA,NA,"",NA,"failed_chicks",NA
"2012/2013",8,"19","20-10-12","Focal_ID_10",2,"Mate_ID_10",3,NA,0,NA,"protected","Pair_ID_10",3,659,3,3,659,659,1,3,3,3,0,1,3,46,3444,1820,2.448,"8_19_2012-10-20_XXX","8_19_2012-10-20",22.948,24.6175,NA,NA,"",NA,"failed_chicks",NA
"2012/2013",20,"20","25-10-12","Focal_ID_11",2,"Mate_ID_11",4,NA,0,4,"protected","Pair_ID_11",3,655,3,3,655,655,1,1,4,4,1,1,2,25,3679,1395,2.588,"20_20_2012-10-25_IV","20_20_2012-10-25",23.44,24.40333333,NA,NA,"",21,"successful",NA
"2012/2013",20,"20","25-10-12","Focal_ID_11",2,"Mate_ID_11",4,NA,1,4,"protected","Pair_ID_11",3,655,3,3,655,655,1,1,4,4,1,1,2,25,3679,1395,2.472,"20_20_2012-10-25_X","20_20_2012-10-25",23.44,24.40333333,31.31,62,"matthieu paquet",21,"successful",NA
"2012/2013",20,"20","25-10-12","Focal_ID_11",2,"Mate_ID_11",4,NA,1,4,"protected","Pair_ID_11",3,655,3,3,655,655,1,1,4,4,1,1,2,25,3679,1395,2.547,"20_20_2012-10-25_XX","20_20_2012-10-25",23.44,24.40333333,31.8,61,"matthieu paquet",21,"successful",NA
"2012/2013",20,"20","25-10-12","Focal_ID_11",2,"Mate_ID_11",4,NA,1,4,"protected","Pair_ID_11",3,655,3,3,655,655,1,1,4,4,0,1,2,25,3679,1395,2.667,"20_20_2012-10-25_XXX","20_20_2012-10-25",23.44,24.40333333,31.26,NA,"matthieu paquet",21,"successful",NA
"2013/2014",38,"34","27-03-14","Focal_ID_12",2,"Mate_ID_12",4,NA,1,NA,"natural","Pair_ID_12",3,526,2,2,526,526,1,1,4,3,1,1,NA,40,2328,1701,2.604,"38_34_2014-03-27_I","38_34_2014-03-27",22.936,24.1125,30.42,60,"matthieu paquet",NA,"successful",NA
"2013/2014",38,"34","27-03-14","Focal_ID_12",2,"Mate_ID_12",4,NA,1,NA,"natural","Pair_ID_12",3,526,2,2,526,526,1,1,4,3,1,1,NA,40,2328,1701,2.622,"38_34_2014-03-27_II","38_34_2014-03-27",22.936,24.1125,30.75,58.5,"matthieu paquet",NA,"successful",NA
"2013/2014",38,"34","27-03-14","Focal_ID_12",2,"Mate_ID_12",4,NA,0,NA,"natural","Pair_ID_12",3,526,2,2,526,526,1,1,4,3,0,1,NA,40,2328,1701,2.63,"38_34_2014-03-27_III","38_34_2014-03-27",22.936,24.1125,NA,NA,"",NA,"successful",NA
"2013/2014",38,"34","27-03-14","Focal_ID_12",2,"Mate_ID_12",4,NA,0,NA,"natural","Pair_ID_12",3,526,2,2,526,526,1,1,4,3,NA,0,NA,40,2328,1701,2.48,"38_34_2014-03-27_IV","38_34_2014-03-27",22.936,24.1125,NA,NA,"",NA,"successful",NA
"2013/2014",8,"9A","12-04-14","Focal_ID_13",2,"Mate_ID_13",4,NA,1,7,"protected","Pair_ID_13",2,546,2,4,546,1206,3,2,4,3,1,1,4,77,2359,2939,NA,"8_9A_2014-04-12_I","8_9A_2014-04-12",24.776,24.582,31.61,59.5,"matthieu paquet",NA,"successful",NA
"2013/2014",8,"9A","12-04-14","Focal_ID_13",2,"Mate_ID_13",4,NA,0,7,"protected","Pair_ID_13",2,546,2,4,546,1206,3,2,4,3,1,1,4,77,2359,2939,NA,"8_9A_2014-04-12_II","8_9A_2014-04-12",24.776,24.582,NA,NA,"",NA,"successful",NA
"2013/2014",8,"9A","12-04-14","Focal_ID_13",2,"Mate_ID_13",4,NA,1,7,"protected","Pair_ID_13",2,546,2,4,546,1206,3,2,4,3,0,1,4,77,2359,2939,NA,"8_9A_2014-04-12_XXX","8_9A_2014-04-12",24.776,24.582,32,58,"matthieu paquet",NA,"successful",NA
"2013/2014",8,"9A","12-04-14","Focal_ID_13",2,"Mate_ID_13",4,NA,0,7,"protected","Pair_ID_13",2,546,2,4,546,1206,3,2,4,3,NA,0,4,77,2359,2939,NA,"8_9A_2014-04-12_XXXX","8_9A_2014-04-12",24.776,24.582,NA,NA,"",NA,"successful",NA
"2013/2014",37,"49","19-04-14","Focal_ID_14",2,"Mate_ID_14",4,NA,0,NA,"protected","Pair_ID_14",2,187,2,1,551,187,2,1,4,3,0,1,4,44,1726,424,2.522,"37_49_2014-04-19_I","37_49_2014-04-19",24.18666667,23.435,NA,NA,"",NA,"failed_chicks",NA
"2013/2014",37,"49","19-04-14","Focal_ID_14",2,"Mate_ID_14",4,NA,0,NA,"protected","Pair_ID_14",2,187,2,1,551,187,2,1,4,3,0,1,4,44,1726,424,NA,"37_49_2014-04-19_IV","37_49_2014-04-19",24.18666667,23.435,NA,NA,"",NA,"failed_chicks",NA
"2013/2014",37,"49","19-04-14","Focal_ID_14",2,"Mate_ID_14",4,NA,0,NA,"protected","Pair_ID_14",2,187,2,1,551,187,2,1,4,3,0,1,4,44,1726,424,2.551,"37_49_2014-04-19_XX","37_49_2014-04-19",24.18666667,23.435,NA,NA,"",NA,"failed_chicks",NA
"2013/2014",37,"49","19-04-14","Focal_ID_14",2,"Mate_ID_14",4,NA,0,NA,"protected","Pair_ID_14",2,187,2,1,551,187,2,1,4,3,NA,0,4,44,1726,424,2.55,"37_49_2014-04-19_XXX","37_49_2014-04-19",24.18666667,23.435,NA,NA,"",NA,"failed_chicks",NA
"2013/2014",37,"19","23-04-14","Focal_ID_15",2,"Mate_ID_15",NA,NA,1,8,"protected","Pair_ID_15",5,555,2,2,555,555,1,2,3,3,1,1,4,44,1680,3312,2.661,"37_19_2014-04-23_X","37_19_2014-04-23",23.87333333,24.3625,30.62,59,"matthieu paquet",NA,"successful",NA
"2013/2014",37,"19","23-04-14","Focal_ID_15",2,"Mate_ID_15",NA,NA,1,8,"protected","Pair_ID_15",5,555,2,2,555,555,1,2,3,3,1,1,4,44,1680,3312,2.666,"37_19_2014-04-23_XX","37_19_2014-04-23",23.87333333,24.3625,32.83,63,"matthieu paquet",NA,"successful",NA
"2013/2014",37,"19","23-04-14","Focal_ID_15",2,"Mate_ID_15",NA,NA,1,8,"protected","Pair_ID_15",5,555,2,2,555,555,1,2,3,3,1,1,4,44,1680,3312,2.642,"37_19_2014-04-23_XXX","37_19_2014-04-23",23.87333333,24.3625,32.76,58,"matthieu paquet",NA,"successful",NA
"2013/2014",71,"21","28-04-14","Focal_ID_16",2,"Mate_ID_16",3,NA,1,NA,"natural","Pair_ID_16",3,562,2,2,562,562,1,3,3,3,1,1,NA,11,2062,2075,2.195,"71_21_2014-04-28_X","71_21_2014-04-28",23.87,24.08666667,33.66,58,"matthieu paquet",NA,"successful",NA
"2013/2014",71,"21","28-04-14","Focal_ID_16",2,"Mate_ID_16",3,NA,1,NA,"natural","Pair_ID_16",3,562,2,2,562,562,1,3,3,3,1,1,NA,11,2062,2075,2.487,"71_21_2014-04-28_XX","71_21_2014-04-28",23.87,24.08666667,30.98,57.5,"matthieu paquet",NA,"successful",NA
"2013/2014",71,"21","28-04-14","Focal_ID_16",2,"Mate_ID_16",3,NA,1,NA,"natural","Pair_ID_16",3,562,2,2,562,562,1,3,3,3,1,1,NA,11,2062,2075,2.548,"71_21_2014-04-28_XXX","71_21_2014-04-28",23.87,24.08666667,31.64,57,"matthieu paquet",NA,"successful",NA
"2013/2014",8,"6B","30-04-14","Focal_ID_17",2,"Mate_ID_17",3,NA,1,NA,"protected","Pair_ID_17",1,219,2,2,524,583,2,2,3,3,1,1,4,77,1336,2377,2.998,"8_6B_2014-04-30_III","8_6B_2014-04-30",23.19666667,23.9975,31.88,59,"matthieu paquet",NA,"successful",NA
"2013/2014",8,"6B","30-04-14","Focal_ID_17",2,"Mate_ID_17",3,NA,1,NA,"protected","Pair_ID_17",1,219,2,2,524,583,2,2,3,3,1,1,4,77,1336,2377,2.732,"8_6B_2014-04-30_X","8_6B_2014-04-30",23.19666667,23.9975,31.02,62.5,"matthieu paquet",NA,"successful",NA
"2013/2014",8,"6B","30-04-14","Focal_ID_17",2,"Mate_ID_17",3,NA,1,NA,"protected","Pair_ID_17",1,219,2,2,524,583,2,2,3,3,1,1,4,77,1336,2377,2.897,"8_6B_2014-04-30_XX","8_6B_2014-04-30",23.19666667,23.9975,32.05,63,"matthieu paquet",NA,"successful",NA
"2013/2014",8,"25A","01-05-14","Focal_ID_18",2,"Mate_ID_18",4,NA,0,2,"protected","Pair_ID_18",3,563,2,2,563,563,1,1,4,4,1,1,4,77,1737,1191,2.656,"8_25A_2014-05-01_I","8_25A_2014-05-01",24.936,23.632,NA,NA,"",NA,"successful",NA
"2013/2014",8,"25A","01-05-14","Focal_ID_18",2,"Mate_ID_18",4,NA,0,2,"protected","Pair_ID_18",3,563,2,2,563,563,1,1,4,4,0,1,4,77,1737,1191,2.644,"8_25A_2014-05-01_II","8_25A_2014-05-01",24.936,23.632,NA,NA,"",NA,"successful",NA
"2013/2014",8,"25A","01-05-14","Focal_ID_18",2,"Mate_ID_18",4,NA,1,2,"protected","Pair_ID_18",3,563,2,2,563,563,1,1,4,4,0,1,4,77,1737,1191,2.799,"8_25A_2014-05-01_III","8_25A_2014-05-01",24.936,23.632,29.55,52,"matthieu paquet",NA,"successful",NA
"2013/2014",8,"25A","01-05-14","Focal_ID_18",2,"Mate_ID_18",4,NA,0,2,"protected","Pair_ID_18",3,563,2,2,563,563,1,1,4,4,0,1,4,77,1737,1191,2.718,"8_25A_2014-05-01_IV","8_25A_2014-05-01",24.936,23.632,NA,NA,"",NA,"successful",NA
"2013/2014",32,"21","05-05-14","Focal_ID_19",2,"Mate_ID_19",3,NA,0,NA,"natural","Pair_ID_19",2,526,2,2,526,526,1,2,3,1,1,1,NA,24,1740,2367,3.12,"32_21_2014-05-05_III","32_21_2014-05-05",24.12,23.44666667,NA,NA,"",NA,"successful",NA
"2013/2014",32,"21","05-05-14","Focal_ID_19",2,"Mate_ID_19",3,NA,1,NA,"natural","Pair_ID_19",2,526,2,2,526,526,1,2,3,1,NA,0,NA,24,1740,2367,3.367,"32_21_2014-05-05_X","32_21_2014-05-05",24.12,23.44666667,33.41,60.5,"matthieu paquet",NA,"successful",NA
"2013/2014",32,"21","05-05-14","Focal_ID_19",2,"Mate_ID_19",3,NA,0,NA,"natural","Pair_ID_19",2,526,2,2,526,526,1,2,3,1,NA,0,NA,24,1740,2367,3.055,"32_21_2014-05-05_XX","32_21_2014-05-05",24.12,23.44666667,NA,NA,"",NA,"successful",NA
"2013/2014",71,"6","06-05-14","Focal_ID_20",2,"Mate_ID_20",2,NA,1,NA,"natural","Pair_ID_20",1,114,2,1,523,114,3,2,2,2,1,1,NA,11,1267,1686,2.624,"71_6_2014-05-06_I","71_6_2014-05-06",23.915,23.7025,32.67,61,"matthieu paquet",NA,"successful",NA
"2013/2014",71,"6","06-05-14","Focal_ID_20",2,"Mate_ID_20",2,NA,1,NA,"natural","Pair_ID_20",1,114,2,1,523,114,3,2,2,2,1,1,NA,11,1267,1686,2.568,"71_6_2014-05-06_II","71_6_2014-05-06",23.915,23.7025,29.79,57,"matthieu paquet",NA,"successful",NA
"2013/2014",11,"7","07-05-14","Focal_ID_21",2,"Mate_ID_21",4,NA,0,2,"protected","Pair_ID_21",4,146,2,1,587,146,3,1,4,3,1,1,4,40,982,1194,NA,"11_7_2014-05-07_I","11_7_2014-05-07",23.69,23.744,NA,NA,"",NA,"successful",NA
"2013/2014",11,"7","07-05-14","Focal_ID_21",2,"Mate_ID_21",4,NA,1,2,"protected","Pair_ID_21",4,146,2,1,587,146,3,1,4,3,1,1,4,40,982,1194,2.498,"11_7_2014-05-07_II","11_7_2014-05-07",23.69,23.744,27.38,59,"matthieu paquet",NA,"successful",NA
"2013/2014",11,"7","07-05-14","Focal_ID_21",2,"Mate_ID_21",4,NA,1,2,"protected","Pair_ID_21",4,146,2,1,587,146,3,1,4,3,1,1,4,40,982,1194,2.572,"11_7_2014-05-07_III","11_7_2014-05-07",23.69,23.744,24.31,54,"matthieu paquet",NA,"successful",NA
"2013/2014",11,"7","07-05-14","Focal_ID_21",2,"Mate_ID_21",4,NA,1,2,"protected","Pair_ID_21",4,146,2,1,587,146,3,1,4,3,NA,0,4,40,982,1194,2.477,"11_7_2014-05-07_IV","11_7_2014-05-07",23.69,23.744,24.52,53.5,"matthieu paquet",NA,"successful",NA
"2013/2014",32,"27","08-05-14","Focal_ID_22",2,"Mate_ID_22",3,8,1,NA,"natural","Pair_ID_22",1,140,2,2,532,569,2,3,3,3,1,1,NA,24,3090,2370,2.477,"32_27_2014-05-08_X","32_27_2014-05-08",23.58285714,23.792,31.51,61,"matthieu paquet",NA,"successful",NA
"2013/2014",32,"27","08-05-14","Focal_ID_22",2,"Mate_ID_22",3,8,1,NA,"natural","Pair_ID_22",1,140,2,2,532,569,2,3,3,3,1,1,NA,24,3090,2370,2.552,"32_27_2014-05-08_XX","32_27_2014-05-08",23.58285714,23.792,28.95,58,"matthieu paquet",NA,"successful",NA
"2013/2014",32,"27","08-05-14","Focal_ID_22",2,"Mate_ID_22",3,8,1,NA,"natural","Pair_ID_22",1,140,2,2,532,569,2,3,3,3,1,1,NA,24,3090,2370,2.393,"32_27_2014-05-08_XXX","32_27_2014-05-08",23.58285714,23.792,26.79,53,"matthieu paquet",NA,"successful",NA
"2013/2014",8,"18A","10-05-14","Focal_ID_23",2,"Mate_ID_23",4,NA,1,NA,"protected","Pair_ID_23",3,571,2,2,571,571,2,2,4,3,1,1,4,77,1740,1637,2.877,"8_18A_2014-05-10_I","8_18A_2014-05-10",23.09,22.7725,28.53,56.5,"matthieu paquet",NA,"successful",NA
"2013/2014",8,"18A","10-05-14","Focal_ID_23",2,"Mate_ID_23",4,NA,0,NA,"protected","Pair_ID_23",3,571,2,2,571,571,2,2,4,3,0,1,4,77,1740,1637,2.962,"8_18A_2014-05-10_II","8_18A_2014-05-10",23.09,22.7725,NA,NA,"",NA,"successful",NA
"2013/2014",8,"18A","10-05-14","Focal_ID_23",2,"Mate_ID_23",4,NA,0,NA,"protected","Pair_ID_23",3,571,2,2,571,571,2,2,4,3,0,1,4,77,1740,1637,3.018,"8_18A_2014-05-10_III","8_18A_2014-05-10",23.09,22.7725,NA,NA,"",NA,"successful",NA
"2013/2014",8,"18A","10-05-14","Focal_ID_23",2,"Mate_ID_23",4,NA,0,NA,"protected","Pair_ID_23",3,571,2,2,571,571,2,2,4,3,NA,0,4,77,1740,1637,2.872,"8_18A_2014-05-10_IV","8_18A_2014-05-10",23.09,22.7725,NA,NA,"",NA,"successful",NA
"2014/2015",37,"29","10-09-14","Focal_ID_24",2,"Mate_ID_24",3,NA,1,NA,"protected","Pair_ID_24",4,630,3,3,630,694,3,3,3,3,1,1,5,86,888,1870,2.436,"37_29_2014-09-10_III","37_29_2014-09-10",23.58,23.8575,27.04,57.5,"elise blatti",25,"successful",3.5
"2014/2015",37,"29","10-09-14","Focal_ID_24",2,"Mate_ID_24",3,NA,1,NA,"protected","Pair_ID_24",4,630,3,3,630,694,3,3,3,3,1,1,5,86,888,1870,2.411,"37_29_2014-09-10_X","37_29_2014-09-10",23.58,23.8575,27.56,63,"elise blatti",25,"successful",3.5
"2014/2015",37,"29","10-09-14","Focal_ID_24",2,"Mate_ID_24",3,NA,1,NA,"protected","Pair_ID_24",4,630,3,3,630,694,3,3,3,3,1,1,5,86,888,1870,2.521,"37_29_2014-09-10_XX","37_29_2014-09-10",23.58,23.8575,29.19,57,"elise blatti",25,"successful",3.5
"2014/2015",2,"9","11-09-14","Focal_ID_25",2,"Mate_ID_25",2,3,1,NA,"natural","Pair_ID_25",4,644,3,3,644,644,2,1,2,2,1,1,NA,21,1310,1870,2.593,"2_9_2014-09-11_X","2_9_2014-09-11",23.826,23.59333333,30.77,61,"elise blatti",29,"successful",4
"2014/2015",2,"9","11-09-14","Focal_ID_25",2,"Mate_ID_25",2,3,1,NA,"natural","Pair_ID_25",4,644,3,3,644,644,2,1,2,2,1,1,NA,21,1310,1870,2.727,"2_9_2014-09-11_XX","2_9_2014-09-11",23.826,23.59333333,30.01,57,"elise blatti",29,"successful",4
"2014/2015",32,"22","14-09-14","Focal_ID_26",2,"Mate_ID_26",3,NA,1,NA,"natural","Pair_ID_26",3,0,3,3,626,712,3,2,3,3,1,1,NA,21,2203,1875,2.668,"32_22_2014-09-14_X","32_22_2014-09-14",23.324,23.3625,29,60,"elise blatti",32,"successful",3
"2014/2015",32,"22","14-09-14","Focal_ID_26",2,"Mate_ID_26",3,NA,1,NA,"natural","Pair_ID_26",3,0,3,3,626,712,3,2,3,3,1,1,NA,21,2203,1875,2.711,"32_22_2014-09-14_XX","32_22_2014-09-14",23.324,23.3625,31.67,63,"elise blatti",32,"successful",3
"2014/2015",32,"22","14-09-14","Focal_ID_26",2,"Mate_ID_26",3,NA,1,NA,"natural","Pair_ID_26",3,0,3,3,626,712,3,2,3,3,1,1,NA,21,2203,1875,2.439,"32_22_2014-09-14_XXX","32_22_2014-09-14",23.324,23.3625,29.68,62,"elise blatti",32,"successful",3
"2014/2015",8,"5A","19-09-14","Focal_ID_27",2,"Mate_ID_27",3,NA,0,2,"protected","Pair_ID_27",2,259,3,2,650,259,2,2,3,0,NA,0,5,104,908,667,2.752,"8_5A_2014-09-19_I","8_5A_2014-09-19",23.42,23.00333333,NA,NA,"",7,"failed_eggs",NA
"2014/2015",8,"5A","19-09-14","Focal_ID_27",2,"Mate_ID_27",3,NA,0,2,"protected","Pair_ID_27",2,259,3,2,650,259,2,2,3,0,NA,0,5,104,908,667,2.923,"8_5A_2014-09-19_II","8_5A_2014-09-19",23.42,23.00333333,NA,NA,"",7,"failed_eggs",NA
